"Status","Exposure.Location","Street","Suburb","Date","Arrival.Time","Departure.Time","Contact","lat","lon","doubles","moved"
"","Bus Route 5 Transport Canberra Code BUS538","Lanyon Shops to City Interchange","Public Transport","08/09/2021 - Wednesday","8:19am","9:20am","Casual",-35.2784467,149.1303794,"",FALSE
"","Cedars of Lebanon","Southlands Centre, Mawson Place","Mawson","08/09/2021 - Wednesday","2:00pm","3:10pm","Casual",-35.3653507,149.0943024,"",FALSE
"","Chemist Warehouse Belconnen Markets","2 Ibbott Lane","Belconnen","08/09/2021 - Wednesday","3:30pm","4:15pm","Monitor",-35.2461471,149.0645897,"",FALSE
"","Coffee Guru Casey","Casey Marketown, 15 Kingsland Parade","Casey","08/09/2021 - Wednesday","7:40am","8:20am","Monitor",-35.1745939,149.0952975,"",FALSE
"","Corks Liquor Conder","18 Norman Lindsay Street","Conder","08/09/2021 - Wednesday","6:40pm","7:20pm","Monitor",-35.4583852,149.0934812,"",FALSE
"","Costco Canberra","39-41 Mustang Avenue","Canberra Airport","08/09/2021 - Wednesday","4:00pm","5:10pm","Casual",-35.2972375,149.1905589,"",FALSE
"","Costco Fuel","39 Mustang Avenue","Canberra Airport","08/09/2021 - Wednesday","3:30pm","4:30pm","Monitor",-35.2972375,149.1906089,"",FALSE
"","IGA Banks","Pockett Avenue and Brockway Street","Banks","08/09/2021 - Wednesday","8:10am","8:50am","Monitor",-35.4725,149.0955556,"",FALSE
"","Kippax Fair Shopping Centre","26 Hardwick Crescent","Holt","08/09/2021 - Wednesday","5:10pm","6:20pm","Monitor",-35.2218013,149.0195113,"",FALSE
"","Malkara Specialist School","53 Wisdom Street","Garran","08/09/2021 - Wednesday","8:30am","3:30pm","Close",-35.3375707,149.0939624,"",FALSE
"","Mint Rd","4/59 Boolimba Crescent","Narrabundah","08/09/2021 - Wednesday","8:35am","9:10am","Monitor",-35.3328842,149.1537066,"",FALSE
"","Friendly Grocer Narrabundah","6 Iluka Street","Narrabundah","08/09/2021 - Wednesday","1:40pm","2:30pm","Casual",-35.3325783,149.1539234,"<strong/>!Location has more than<br> one entry. Zoom in and search table!</strong/>",TRUE
"","Optimal Pharmacy Plus Jamison","Jamison Plaza, Bowman Street","Macquarie","08/09/2021 - Wednesday","9:30am","10:15am","Monitor",-35.2527782,149.0718808,"",FALSE
"","Shell Coles Express Charnwood","Lhotsky Street and Charnwood Place","Charnwood","08/09/2021 - Wednesday","5:00pm","6:00pm","Monitor",-35.2056325,149.0333072,"",FALSE
"","The Reject Shop Kippax Fair","Kippax Fair Shopping Centre, Hardwick Crescent","Holt","08/09/2021 - Wednesday","5:10pm","6:00pm","Monitor",-35.2218013,149.0194613,"<strong/>!Location has more than<br> one entry. Zoom in and search table!</strong/>",TRUE
"","Woolworths Conder","Lanyon Marketplace, 4 Sidney Nolan Street","Conder","08/09/2021 - Wednesday","3:50pm","5:00pm","Casual",-35.457644,149.092461,"",FALSE
"","Woolworths Conder","Lanyon Marketplace, 4 Sidney Nolan Street","Conder","08/09/2021 - Wednesday","6:50pm","7:30pm","Monitor",-35.457644,149.092411,"",FALSE
"","Woolworths Kambah","2 Primmer Court","Kambah","08/09/2021 - Wednesday","3:30pm","5:00pm","Casual",-35.3801801,149.0572697,"",FALSE
"New","BlackJack Kiosk","50-68 Comrie Street","Wanniassa","07/09/2021 - Tuesday","11:25am","12:00pm","Monitor",-35.4040236,149.0984256,"",FALSE
"New","Hungry Jacks Fyshwick","Corner 100 Newcastle Street and Wollongong Street","Fyshwick","07/09/2021 - Tuesday","3:35pm","4:30pm","Monitor",-35.3278777,149.1779293,"",FALSE
"New","NewsXpress Wanniassa","50-68 Comrie Street","Wanniassa","07/09/2021 - Tuesday","11:31am","12:00pm","Monitor",-35.4035739,149.098677,"",FALSE
"New","Woolworths Erindale","50-68 Comrie Street","Wanniassa","07/09/2021 - Tuesday","11:30am","12:00pm","Monitor",-35.4035739,149.098627,"",FALSE
"","CG's Discount Tobacconist","25 Dickson Place","Dickson","07/09/2021 - Tuesday","10:50am","11:30am","Monitor",-35.2502305,149.1394208,"",FALSE
"","CG's Discount Tobacconist","25 Dickson Place","Dickson","07/09/2021 - Tuesday","2:10pm","3:10pm","Monitor",-35.2502305,149.1393708,"",FALSE
"","Corks Liquor Conder","18 Norman Lindsay Street","Conder","07/09/2021 - Tuesday","4:40pm","5:30pm","Monitor",-35.4583852,149.0934312,"",FALSE
"","Corks Liquor Conder","18 Norman Lindsay Street","Conder","07/09/2021 - Tuesday","7:45pm","8:30pm","Monitor",-35.4583852,149.0933812,"",FALSE
"","IBIS Budget Hotel Canberra","15 Tay Street","Watson","07/09/2021 - Tuesday","12:00am","4:00pm","Casual",-35.224856,149.1671233,"",FALSE
"","Malkara Specialist School","53 Wisdom Street","Garran","07/09/2021 - Tuesday","8:30am","3:30pm","Close",-35.3375707,149.0939124,"",FALSE
"","Nipperville Early Learning Centre","6 Gwynne Street","Watson","07/09/2021 - Tuesday","8:45am","6:10pm","Close",-35.2391185,149.1527793,"",FALSE
"","Optimal Pharmacy Plus Jamison","Jamison Plaza, Bowman Street","Macquarie","07/09/2021 - Tuesday","7:55am","8:40am","Monitor",-35.2527782,149.0718308,"",FALSE
"","Shell Coles Express Charnwood","Lhotsky Street and Charnwood Place","Charnwood","07/09/2021 - Tuesday","10:00am","11:00am","Casual",-35.2056325,149.0332572,"",FALSE
"","SPAR Express Ngunnawal","Ngunnawal Local Centre, Wanganeen Avenue","Ngunnawal","07/09/2021 - Tuesday","7:50pm","9:00pm","Monitor",-35.173951,149.108155,"",FALSE
"","Woolworths Wanniassa","Erindale Shopping Centre, 50-68 Comrie Street","Wanniassa","07/09/2021 - Tuesday","2:30pm","3:30pm","Monitor",-35.4035739,149.098727,"",FALSE
"New","BlackJack Kiosk","50-68 Comrie Street","Wanniassa","06/09/2021 - Monday","10:00am","10:40am","Monitor",-35.4040236,149.0983756,"",FALSE
"","40 Cameron Avenue (Entire Building)","40 Cameron Avenue","Belconnen","06/09/2021 - Monday","8:40am","5:30pm","Monitor",-35.2412975,149.071028,"",FALSE
"","ABS Census Campus (Level 1)","40 Cameron Avenue","Belconnen","06/09/2021 - Monday","8:40am","5:30pm","Casual",-35.2414537,149.071264,"",FALSE
"","Bus Route 4 Transport Canberra Code BUS620","Woden (Launceston St) to Tuggeranong Interchange","Public Transport","06/09/2021 - Monday","1:14pm","1:32pm","Casual",-35.3452,149.095,"",FALSE
"","Bus Route 4 Transport Canberra Code BUS629","Tuggeranong Interchange to Woden (Launceston St)","Public Transport","06/09/2021 - Monday","11:06am","11:25am","Casual",-35.4244,149.0888,"",FALSE
"","Bus Route 66 Transport Canberra Code BUS504","Woden (Launceston St) to Coombs (Fred Daly Ave)","Public Transport","06/09/2021 - Monday","11:37am","11:57am","Casual",-35.315757,149.0407633,"",FALSE
"","Bus Route 66 Transport Canberra Code BUS504","Coombs (Annabelle View) to Woden (Launceston St)","Public Transport","06/09/2021 - Monday","12:55pm","1:07pm","Casual",-35.3157579,149.0444266,"",FALSE
"","Bus Route 81 Transport Canberra Code BUS478","Gordon (Knoke Ave) to Tuggeranong Interchange","Public Transport","06/09/2021 - Monday","10:38am","11:05am","Casual",-35.458172,149.086239,"",FALSE
"","Bus Route 81 Transport Canberra Code BUS709","Tuggeranong Interchange to Gordon (Knoke Ave)","Public Transport","06/09/2021 - Monday","2:10pm","2:30pm","Casual",-35.4654631,149.0852124,"",FALSE
"","Chatterbox Espresso Bar","40 Cameron Avenue","Belconnen","06/09/2021 - Monday","10:00am","10:45am","Monitor",-35.2412975,149.071078,"",FALSE
"","IBIS Budget Hotel Canberra","15 Tay Street","Watson","06/09/2021 - Monday","12:00am","11:59pm","Casual",-35.224856,149.1670733,"",FALSE
"","Nipperville Early Learning Centre","6 Gwynne Street","Watson","06/09/2021 - Monday","8:45am","6:10pm","Close",-35.2391185,149.1527293,"",FALSE
"","Optimal Pharmacy Plus Jamison","Jamison Plaza, Bowman Street","Macquarie","06/09/2021 - Monday","9:00am","10:50am","Monitor",-35.2527782,149.0717808,"",FALSE
"","Shell Coles Express Charnwood","Lhotsky Street and Charnwood Place","Charnwood","06/09/2021 - Monday","3:10pm","4:10pm","Monitor",-35.2056325,149.0332072,"",FALSE
"","Woolworths Dunlop","80 Lance Hill Avenue","Dunlop","06/09/2021 - Monday","7:30am","8:30am","Monitor",-35.194468,149.0195435,"",FALSE
"","Woolworths Tuggeranong","Corner Anketell and Reed Street","Greenway","06/09/2021 - Monday","1:30pm","3:00pm","Casual",-35.4171865,149.0676648,"",FALSE
"New","Capital Chemist Charnwood","Charnwood Shopping Centre, Lhotsky Street","Charnwood","05/09/2021 - Sunday","6:40pm","7:20pm","Monitor",-35.2045044,149.033623,"",FALSE
"New","Woolworths Charnwood","Charnwood Place","Charnwood","05/09/2021 - Sunday","6:45pm","7:30pm","Monitor",-35.2045295,149.0329078,"",FALSE
"","7-Eleven Holt","88 Hardwick Crescent","Holt","05/09/2021 - Sunday","8:30pm","10:00pm","Casual",-35.2209147,149.0179193,"",FALSE
"","ALDI Gungahlin","Hibberson Street","Gungahlin","05/09/2021 - Sunday","4:55pm","5:30pm","Monitor",-35.1853494,149.1362128,"",FALSE
"","Coles Curtin","51 Curtin Place","Curtin","05/09/2021 - Sunday","10:30am","12:00pm","Casual",-35.3256387,149.0824128,"",FALSE
"","IBIS Budget Hotel Canberra","15 Tay Street","Watson","05/09/2021 - Sunday","12:00am","11:59pm","Casual",-35.224856,149.1670233,"",FALSE
"","IGA Holt","Holt Place","Holt","05/09/2021 - Sunday","12:50pm","1:40pm","Monitor",-35.224764,149.0116446,"",FALSE
"","Optimal Pharmacy Plus Jamison","Jamison Plaza, Bowman Street","Macquarie","05/09/2021 - Sunday","9:15am","10:00am","Monitor",-35.2527782,149.0717308,"",FALSE
"","Pacifik Halal Meats","Shop 141 Ernest Cavanagh Street","Gungahlin","05/09/2021 - Sunday","4:55pm","5:30pm","Monitor",-35.1848047,149.136513,"",FALSE
"","United Petroleum Amaroo","Katherine and Horse Park Drive","Amaroo","05/09/2021 - Sunday","12:20pm","1:00pm","Monitor",-35.1644054,149.131181,"",FALSE
"","Woolworths Gungahlin","30-33 Hibberson Street","Gungahlin","05/09/2021 - Sunday","12:50pm","2:00pm","Casual",-35.1846274,149.1340641,"",FALSE
"","Woolworths Metro Franklin","Corner Flemington Road and Nullarbor Avenue","Franklin","04/09/2021 - Saturday","2:20pm","3:30pm","Casual",-35.2000983,149.1488768,"",FALSE
"","ALDI Belconnen","Westfield Belconnen, Benjamin Way","Belconnen","04/09/2021 - Saturday","10:20am","11:40am","Casual",-35.2380765,149.0651672,"",FALSE
"","ALDI Gungahlin","Hibberson Street","Gungahlin","04/09/2021 - Saturday","4:25pm","5:10pm","Monitor",-35.1853494,149.1361878,"",FALSE
"","BP Jamison","52B Redfern Street","Macquarie","04/09/2021 - Saturday","8:15am","9:00am","Monitor",-35.2531064,149.0732186,"",FALSE
"","Capital Chemist O'Connor","9 Sargood Street","O'Connor","04/09/2021 - Saturday","2:00pm","2:40pm","Monitor",-35.2639132,149.122636,"",FALSE
"","Caremore Plaza Pharmacy","Shop 5, Georgina Crescent","Kaleen","04/09/2021 - Saturday","11:15am","11:55am","Monitor",-35.2202187,149.1036732,"",FALSE
"","Cash Converters Woden","Shop 2/7 Neptune Street","Phillip","04/09/2021 - Saturday","11:45am","12:45pm","Casual",-35.3461438,149.0876592,"",FALSE
"","Coles Jamison","Jamison Plaza, Bowman Street","Macquarie","04/09/2021 - Saturday","8:05am","8:45am","Monitor",-35.2528076,149.0713598,"",FALSE
"","Coles Kaleen","1 Maribyrnong Avenue","Kaleen","04/09/2021 - Saturday","11:20am","12:05pm","Monitor",-35.2202787,149.1028228,"",FALSE
"","Dobinsons Gungahlin","Marketplace Gungahlin, Hibberson Street","Gungahlin","04/09/2021 - Saturday","8:45am","9:30am","Monitor",-35.1855037,149.1339869,"",FALSE
"","IBIS Budget Hotel Canberra","15 Tay Street","Watson","04/09/2021 - Saturday","12:00am","11:59pm","Casual",-35.224856,149.1669733,"",FALSE
"","Metro Petroleum Mitchell","Lysaght Street","Mitchell","04/09/2021 - Saturday","3:15pm","3:50pm","Monitor",-35.2154233,149.1424858,"",FALSE
"","Officeworks Belconnen","5 Cohen Street","Belconnen","04/09/2021 - Saturday","12:15pm","1:10pm","Monitor",-35.2398229,149.0589158,"",FALSE
"","Pacifik Halal Meats","Shop 141 Ernest Cavanagh Street","Gungahlin","04/09/2021 - Saturday","4:15pm","4:40pm","Monitor",-35.1848047,149.136463,"",FALSE
"","Priceline Pharmacy Gungahlin","Marketplace Gungahlin, 33 Hibberson Street","Gungahlin","04/09/2021 - Saturday","4:35pm","5:25pm","Monitor",-35.1852332,149.1342642,"",FALSE
"","TSG Gungahlin","Marketplace Gungahlin, Hibberson Street","Gungahlin","04/09/2021 - Saturday","8:50am","9:30am","Monitor",-35.1849096,149.1342424,"",FALSE
"","TSG Jamison","Jamison Plaza, Bowman Street","Macquarie","04/09/2021 - Saturday","10:30am","11:30am","Monitor",-35.2524401,149.070696,"",FALSE
"","Woolworths Charnwood","25-30 Charnwood Place","Charnwood","04/09/2021 - Saturday","2:40pm","3:30pm","Monitor",-35.2045295,149.0328828,"<strong/>!Location has more than<br> one entry. Zoom in and search table!</strong/>",TRUE
"","Woolworths Dunlop","80 Lance Hill Avenue","Dunlop","04/09/2021 - Saturday","3:10pm","4:00pm","Monitor",-35.194468,149.0194935,"",FALSE
"","Woolworths Dunlop","80 Lance Hill Avenue","Dunlop","04/09/2021 - Saturday","5:10pm","6:00pm","Monitor",-35.194468,149.0194435,"",FALSE
"","Woolworths Gungahlin","30-33 Hibberson Street","Gungahlin","04/09/2021 - Saturday","3:45pm","4:35pm","Casual",-35.1846274,149.1340141,"",FALSE
"","Woolworths Kippax","Kippax Fair Shopping Centre, 26 Hardwick Crescent","Holt","04/09/2021 - Saturday","11:50am","12:35pm","Monitor",-35.2218013,149.0193863,"",FALSE
"","Woolworths Metro Hawker","Springvale Drive","Hawker","04/09/2021 - Saturday","12:20pm","1:05pm","Monitor",-35.2433647,149.0442242,"",FALSE
"","ALDI Macquarie","Jamison Plaza, Bowman Street","Macquarie","03/09/2021 - Friday","12:40pm","1:30pm","Monitor",-35.2527235,149.0712605,"",FALSE
"","ANU Research School of Physics and Engineering (Construction Site)","Mills Road","Acton","03/09/2021 - Friday","7:00am","4:00pm","Casual",-35.2839744,149.1131291,"",FALSE
"","Australia War Memorial (Construction Site)","Treloar Crescent","Campbell","03/09/2021 - Friday","11:20am","12:30pm","Casual",-35.2811355,149.1484327,"",FALSE
"","Bus Route 23 Transport Canberra Code BUS463","Kaleen to Gungahlin Interchange","Public Transport","03/09/2021 - Friday","6:04am","6:23am","Casual",-35.2809368,149.1300842,"",FALSE
"","Bus Route 23 Transport Canberra Code BUS719","Crace Shops to Kaleen","Public Transport","03/09/2021 - Friday","5:15pm","5:23pm","Casual",-35.2809368,149.1301092,"",FALSE
"","Capital Chemist Dickson","2/6 Dickson Place","Dickson","03/09/2021 - Friday","1:45pm","2:30pm","Monitor",-35.25042,149.1388023,"",FALSE
"","Capital Chemist O'Connor","9 Sargood street","O'Connor","03/09/2021 - Friday","10:50am","11:30am","Monitor",-35.2639132,149.122586,"",FALSE
"","Coles Amaroo","Horse Park Drive","Amaroo","03/09/2021 - Friday","12:00pm","5:00pm","Monitor",-35.1646128,149.1316816,"",FALSE
"","Coles Express Gungahlin","1 Ginn Street","Gungahlin","03/09/2021 - Friday","5:10pm","6:00pm","Monitor",-35.1834139,149.1267488,"",FALSE
"","Commonwealth Bank Woden","Shop 003A/6 Westfield Woden, Keltie Street","Phillip","03/09/2021 - Friday","2:50pm","3:40pm","Monitor",-35.3451374,149.0861785,"",FALSE
"","Hip Pocket Workwear & Safety","Shop 1, The Paul's Centre, Hindmarsh Drive","Phillip","03/09/2021 - Friday","10:40am","11:30am","Casual",-35.3495811,149.0863604,"",FALSE
"","IBIS Budget Hotel Canberra","15 Tay Street","Watson","03/09/2021 - Friday","12:00am","11:59pm","Casual",-35.224856,149.1669233,"",FALSE
"","Jamison Plaza News","Jamison Plaza, Bowman Street","Macquarie","03/09/2021 - Friday","2:00pm","2:50pm","Monitor",-35.2528357,149.0717786,"",FALSE
"","Mitchell Resource Management Centre","Flemington Road","Mitchell","03/09/2021 - Friday","3:00pm","3:30pm","Monitor",-35.2115011,149.1479783,"",FALSE
"","Motion Wellness","70/27 Wiseman Street","Macquarie","03/09/2021 - Friday","1:52pm","2:30pm","Casual",-35.2528944,149.0735469,"",FALSE
"","Nandos Canberra Centre","Shop FG1, Canberra Centre, 125 Bunda Street","Canberra City","03/09/2021 - Friday","2:50pm","3:30pm","Monitor",-35.2779316,149.1330306,"",FALSE
"","Optimal Pharmacy Plus Jamison","Jamison Plaza, Bowman Street","Macquarie","03/09/2021 - Friday","9:20am","10:00am","Monitor",-35.2527782,149.0716808,"",FALSE
"","The Reject Shop Gungahlin","Shop 2, 46 Hibberson Street","Gungahlin","03/09/2021 - Friday","8:30am","5:00pm","Casual",-35.1863723,149.1360008,"",FALSE
"","Urban Cellars Kippax","48 Hardwick Crescent","Holt","03/09/2021 - Friday","1:15pm","2:00pm","Casual",-35.2223388,149.0199532,"",FALSE
"","Westfield Woden","Westfield Woden, Keltie Street","Phillip","03/09/2021 - Friday","2:50pm","3:50pm","Monitor",-35.3463199,149.0861826,"",FALSE
"","Westfield Woden Food Court","Keltie Street","Phillip","03/09/2021 - Friday","3:00pm","4:00pm","Monitor",-35.3463199,149.0862326,"",FALSE
"","Woolworths Dickson","1 Dickson Place","Dickson","03/09/2021 - Friday","1:50pm","2:30pm","Monitor",-35.249974,149.1387251,"<strong/>!Location has more than<br> one entry. Zoom in and search table!</strong/>",TRUE
"","Woolworths Dickson","1 Dickson Place","Dickson","03/09/2021 - Friday","10:00am","11:30am","Monitor",-35.249974,149.1386751,"<strong/>!Location has more than<br> one entry. Zoom in and search table!</strong/>",TRUE
"","Woolworths Dickson","1 Dickson Place","Dickson","03/09/2021 - Friday","11:30am","1:00pm","Casual",-35.249974,149.1386251,"",FALSE
"","Woolworths Dunlop","80 Lance Hill Avenue","Dunlop","03/09/2021 - Friday","6:50pm","7:30pm","Monitor",-35.194468,149.0193935,"",FALSE
"","Woolworths Metro Hawker","Springvale Drive","Hawker","03/09/2021 - Friday","1:10pm","2:00pm","Casual",-35.2433647,149.0441492,"",FALSE
"","Woolworths Woden","Westfield Woden, Keltie Street","Phillip","03/09/2021 - Friday","2:50pm","3:50pm","Monitor",-35.3463199,149.0861576,"",FALSE
"New","Abode Hotel Belconnen (Lobby only)","3 Grazier Lane","Belconnen","02/09/2021 - Thursday","3:50pm","4:30pm","Monitor",-35.2401792,149.0713212,"",FALSE
"","7-Eleven Braddon","20 Mort Street","Braddon","02/09/2021 - Thursday","11:20am","12:10pm","Monitor",-35.275691,149.1316658,"",FALSE
"","ACT Tyrepower","27 Nettlefold Street","Belconnen","02/09/2021 - Thursday","1:50pm","2:40pm","Monitor",-35.240727,149.0592045,"",FALSE
"","ALDI Gungahlin","Hibberson Street","Gungahlin","02/09/2021 - Thursday","10:30am","11:30am","Casual",-35.1853494,149.1361628,"",FALSE
"","ALDI Macquarie","Jamison Plaza, Bowman Street","Macquarie","02/09/2021 - Thursday","12:25pm","1:15pm","Casual",-35.2527235,149.0712355,"",FALSE
"","Ali Kebabs Gungahlin","Marketplace Gungahlin, Hibberson Street","Gungahlin","02/09/2021 - Thursday","7:20pm","8:10pm","Monitor",-35.1854625,149.1337286,"",FALSE
